datalink.exe af3 -ber 1e-4 -port 23337 -log 5a.txt 
=========================================================================
                          Station A                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-004
Log file "5a.txt", TCP port 23337, debug mask 0x03
Station A is waiting for station B on TCP port 23337 ... Done.
New epoch: Mon Apr 30 17:51:56 2018
=========================================================================
Designed by Liu Zhonghao, build: Apr 30 2018  16:59:40
15.064 **** Receiver Error, Bad CRC Checksum
15.332 **** Receiver Error, Bad CRC Checksum
15.596 **** Receiver Error, Bad CRC Checksum
15.864 Recv DATA 6 3, ID 20022
16.118 Recv DATA 14 4, ID 20014
16.118 .... 15 packets received, 1938 bps, 24.23%, Err 15 (1.2e-004)
16.324 Send DATA 10 14, ID 10026
16.387 Recv DATA 15 4, ID 20015
16.593 Send DATA 11 15, ID 10027
16.657 **** Receiver Error, Bad CRC Checksum
16.861 Send DATA 12 15, ID 10028
16.909 Recv DATA 1 4, ID 20017
17.114 Send DATA 13 15, ID 10029
17.177 Recv DATA 2 4, ID 20018
17.318 ---- DATA 5 timeout
17.318 Send DATA 5 15, ID 10021
17.318 Send DATA 6 15, ID 10022
17.318 Send DATA 7 15, ID 10023
17.319 Send DATA 8 15, ID 10024
17.319 Send DATA 9 15, ID 10025
17.319 Send DATA 10 15, ID 10026
17.319 Send DATA 11 15, ID 10027
17.319 Send DATA 12 15, ID 10028
17.319 Send DATA 13 15, ID 10029
17.446 Recv DATA 3 4, ID 20019
17.711 **** Receiver Error, Bad CRC Checksum
17.961 **** Receiver Error, Bad CRC Checksum
18.229 Recv DATA 6 4, ID 20022
18.494 **** Receiver Error, Bad CRC Checksum
18.777 Recv DATA 8 5, ID 20024
19.026 Recv DATA 0 6, ID 20016
19.026 .... 17 packets received, 1856 bps, 23.20%, Err 20 (1.3e-004)
19.293 Recv DATA 1 6, ID 20017
19.558 Recv DATA 2 6, ID 20018
19.761 Send DATA 14 2, ID 10030
19.823 Recv DATA 3 6, ID 20019
20.030 Send DATA 15 3, ID 10031
20.091 Recv DATA 4 6, ID 20020
20.218 ---- DATA 7 timeout
20.218 Send DATA 7 4, ID 10023
20.220 Send DATA 8 4, ID 10024
20.220 Send DATA 9 4, ID 10025
20.220 Send DATA 10 4, ID 10026
20.220 Send DATA 11 4, ID 10027
20.221 Send DATA 12 4, ID 10028
20.221 Send DATA 13 4, ID 10029
20.221 Send DATA 14 4, ID 10030
20.221 Send DATA 15 4, ID 10031
20.349 Recv DATA 5 6, ID 20021
20.615 Recv DATA 6 6, ID 20022
20.881 Recv DATA 7 6, ID 20023
21.151 Recv DATA 8 6, ID 20024
21.151 .... 25 packets received, 2452 bps, 30.65%, Err 21 (1.2e-004)
21.415 Recv DATA 9 6, ID 20025
21.666 Recv DATA 10 6, ID 20026
21.936 Recv DATA 11 6, ID 20027
22.202 Recv DATA 12 6, ID 20028
22.455 Recv DATA 13 6, ID 20029
22.595 ---- DATA 7 timeout
22.595 Send DATA 7 13, ID 10023
22.595 Send DATA 8 13, ID 10024
22.595 Send DATA 9 13, ID 10025
22.595 Send DATA 10 13, ID 10026
22.595 Send DATA 11 13, ID 10027
22.596 Send DATA 12 13, ID 10028
22.596 Send DATA 13 13, ID 10029
22.596 Send DATA 14 13, ID 10030
22.596 Send DATA 15 13, ID 10031
22.722 Recv DATA 5 6, ID 20021
22.993 Recv DATA 6 6, ID 20022
23.250 **** Receiver Error, Bad CRC Checksum
23.522 Recv DATA 8 6, ID 20024
23.776 Recv DATA 9 6, ID 20025
24.044 **** Receiver Error, Bad CRC Checksum
24.310 Recv DATA 11 6, ID 20027
24.594 Recv DATA 12 6, ID 20028
24.833 Recv DATA 13 6, ID 20029
24.977 ---- DATA 7 timeout
24.978 Send DATA 7 13, ID 10023
24.978 Send DATA 8 13, ID 10024
24.980 Send DATA 9 13, ID 10025
24.980 Send DATA 10 13, ID 10026
24.980 Send DATA 11 13, ID 10027
24.980 Send DATA 12 13, ID 10028
24.980 Send DATA 13 13, ID 10029
24.980 Send DATA 14 13, ID 10030
24.980 Send DATA 15 13, ID 10031
25.107 Recv DATA 14 11, ID 20030
25.107 .... 31 packets received, 2556 bps, 31.95%, Err 23 (1.1e-004)
25.365 Recv DATA 15 12, ID 20031
25.635 **** Receiver Error, Bad CRC Checksum
25.903 Recv DATA 1 14, ID 20033
26.156 Recv DATA 2 15, ID 20034
26.422 Recv DATA 3 15, ID 20035
26.691 Recv DATA 4 15, ID 20036
26.960 Recv DATA 5 15, ID 20037
27.212 Recv DATA 6 15, ID 20038
27.416 Send DATA 0 15, ID 10032
27.463 Recv DATA 14 15, ID 20030
27.683 Send DATA 1 15, ID 10033
27.745 **** Receiver Error, Bad CRC Checksum
27.949 Send DATA 2 15, ID 10034
28.013 Recv DATA 0 15, ID 20032
28.014 .... 33 packets received, 2436 bps, 30.45%, Err 26 (1.2e-004)
28.205 Send DATA 3 0, ID 10035
28.283 Recv DATA 1 15, ID 20033
28.472 Send DATA 4 1, ID 10036
28.519 Recv DATA 2 15, ID 20034
28.740 Send DATA 5 2, ID 10037
28.803 Recv DATA 3 15, ID 20035
28.994 Send DATA 6 3, ID 10038
29.074 Recv DATA 4 15, ID 20036
29.264 Send DATA 7 4, ID 10039
29.327 Recv DATA 5 15, ID 20037
29.530 Send DATA 8 5, ID 10040
29.593 Recv DATA 6 15, ID 20038
29.736 ---- DATA 0 timeout
29.736 Send DATA 0 6, ID 10032
29.736 Send DATA 1 6, ID 10033
29.736 Send DATA 2 6, ID 10034
29.737 Send DATA 3 6, ID 10035
29.737 Send DATA 4 6, ID 10036
29.737 Send DATA 5 6, ID 10037
29.737 Send DATA 6 6, ID 10038
29.738 Send DATA 7 6, ID 10039
29.738 Send DATA 8 6, ID 10040
29.865 Recv DATA 7 0, ID 20039
30.133 Recv DATA 8 0, ID 20040
30.133 .... 41 packets received, 2812 bps, 35.14%, Err 26 (1.1e-004)
30.370 Recv DATA 9 0, ID 20041
30.638 Recv DATA 10 0, ID 20042
30.906 Recv DATA 11 0, ID 20043
31.176 Recv DATA 12 0, ID 20044
31.442 Recv DATA 13 1, ID 20045
31.692 Recv DATA 14 1, ID 20046
31.958 Recv DATA 15 1, ID 20047
32.164 Send DATA 9 15, ID 10041
32.226 Recv DATA 7 1, ID 20039
32.432 Send DATA 10 15, ID 10042
32.495 Recv DATA 8 1, ID 20040
32.637 ---- DATA 2 timeout
32.637 Send DATA 2 15, ID 10034
32.637 Send DATA 3 15, ID 10035
32.637 Send DATA 4 15, ID 10036
32.638 Send DATA 5 15, ID 10037
32.638 Send DATA 6 15, ID 10038
32.638 Send DATA 7 15, ID 10039
32.638 Send DATA 8 15, ID 10040
32.638 Send DATA 9 15, ID 10041
32.639 Send DATA 10 15, ID 10042
32.750 Recv DATA 9 1, ID 20041
33.021 Recv DATA 10 1, ID 20042
33.289 Recv DATA 11 1, ID 20043
33.557 Recv DATA 12 1, ID 20044
33.808 Recv DATA 13 1, ID 20045
34.079 Recv DATA 14 1, ID 20046
34.346 Recv DATA 15 1, ID 20047
34.613 Recv DATA 0 4, ID 20048
34.613 .... 49 packets received, 2922 bps, 36.52%, Err 27 (9.8e-005)
34.868 Recv DATA 1 5, ID 20049
35.074 Send DATA 11 1, ID 10043
35.136 **** Receiver Error, Bad CRC Checksum
35.340 Send DATA 12 1, ID 10044
35.402 Recv DATA 3 7, ID 20051
35.593 Send DATA 13 1, ID 10045
35.656 Recv DATA 4 8, ID 20052
35.862 Send DATA 14 1, ID 10046
35.926 **** Receiver Error, Bad CRC Checksum
36.132 Send DATA 15 1, ID 10047
36.196 **** Receiver Error, Bad CRC Checksum
36.386 Send DATA 0 1, ID 10048
36.465 Recv DATA 7 11, ID 20055
36.656 Send DATA 1 1, ID 10049
36.719 Recv DATA 8 12, ID 20056
36.924 Send DATA 2 1, ID 10050
36.971 Recv DATA 9 13, ID 20057
37.190 Send DATA 3 1, ID 10051
37.254 Recv DATA 10 14, ID 20058
37.443 Send DATA 4 1, ID 10052
37.521 Recv DATA 2 15, ID 20050
37.521 .... 51 packets received, 2804 bps, 35.05%, Err 30 (1.0e-004)
37.709 Send DATA 5 2, ID 10053
37.773 Recv DATA 3 15, ID 20051
37.977 Send DATA 6 3, ID 10054
38.041 Recv DATA 4 15, ID 20052
38.246 Send DATA 7 4, ID 10055
38.310 Recv DATA 5 15, ID 20053
38.498 Send DATA 8 5, ID 10056
38.562 Recv DATA 6 15, ID 20054
38.705 ---- DATA 0 timeout
38.705 Send DATA 0 6, ID 10048
38.705 Send DATA 1 6, ID 10049
38.705 Send DATA 2 6, ID 10050
38.705 Send DATA 3 6, ID 10051
38.705 Send DATA 4 6, ID 10052
38.706 Send DATA 5 6, ID 10053
38.706 Send DATA 6 6, ID 10054
38.706 Send DATA 7 6, ID 10055
38.706 Send DATA 8 6, ID 10056
38.815 Recv DATA 7 15, ID 20055
39.099 Recv DATA 8 15, ID 20056
39.368 Recv DATA 9 15, ID 20057
39.620 Recv DATA 10 15, ID 20058
39.620 .... 59 packets received, 3071 bps, 38.38%, Err 30 (9.5e-005)
39.889 Recv DATA 11 0, ID 20059
40.158 Recv DATA 12 0, ID 20060
40.411 Recv DATA 13 1, ID 20061
40.679 Recv DATA 14 2, ID 20062
40.949 Recv DATA 15 3, ID 20063
41.139 Send DATA 9 15, ID 10057
41.202 Recv DATA 7 4, ID 20055
41.406 Send DATA 10 15, ID 10058
41.470 Recv DATA 8 4, ID 20056
41.675 Send DATA 11 15, ID 10059
41.738 Recv DATA 9 4, ID 20057
41.942 Send DATA 12 15, ID 10060
42.006 Recv DATA 10 4, ID 20058
42.197 Send DATA 13 15, ID 10061
42.261 Recv DATA 11 4, ID 20059
42.402 ---- DATA 5 timeout
42.402 Send DATA 5 15, ID 10053
42.403 Send DATA 6 15, ID 10054
42.403 Send DATA 7 15, ID 10055
42.403 Send DATA 8 15, ID 10056
42.403 Send DATA 9 15, ID 10057
42.403 Send DATA 10 15, ID 10058
42.403 Send DATA 11 15, ID 10059
42.403 Send DATA 12 15, ID 10060
42.403 Send DATA 13 15, ID 10061
42.529 Recv DATA 12 4, ID 20060
42.797 **** Receiver Error, Bad CRC Checksum
43.067 Recv DATA 14 4, ID 20062
43.320 Recv DATA 15 4, ID 20063
43.586 Recv DATA 0 4, ID 20064
43.586 .... 65 packets received, 3073 bps, 38.41%, Err 31 (8.9e-005)
43.854 Recv DATA 1 4, ID 20065
44.121 Recv DATA 2 4, ID 20066
44.374 Recv DATA 3 4, ID 20067
44.640 Recv DATA 4 4, ID 20068
44.783 ---- DATA 5 timeout
44.783 Send DATA 5 4, ID 10053
44.783 Send DATA 6 4, ID 10054
44.783 Send DATA 7 4, ID 10055
44.784 Send DATA 8 4, ID 10056
44.784 Send DATA 9 4, ID 10057
44.784 Send DATA 10 4, ID 10058
44.784 Send DATA 11 4, ID 10059
44.785 Send DATA 12 4, ID 10060
44.785 Send DATA 13 4, ID 10061
44.912 **** Receiver Error, Bad CRC Checksum
45.165 Recv DATA 6 4, ID 20070
45.416 Recv DATA 7 4, ID 20071
45.685 Recv DATA 8 4, ID 20072
45.953 Recv DATA 0 4, ID 20064
46.221 Recv DATA 1 4, ID 20065
46.493 Recv DATA 2 4, ID 20066
46.746 Recv DATA 3 4, ID 20067
47.012 Recv DATA 4 4, ID 20068
47.158 ---- DATA 5 timeout
47.158 Send DATA 5 4, ID 10053
47.158 Send DATA 6 4, ID 10054
47.159 Send DATA 7 4, ID 10055
47.159 Send DATA 8 4, ID 10056
47.160 Send DATA 9 4, ID 10057
47.160 Send DATA 10 4, ID 10058
47.160 Send DATA 11 4, ID 10059
47.161 Send DATA 12 4, ID 10060
47.162 Send DATA 13 4, ID 10061
47.272 Recv DATA 5 4, ID 20069
47.272 .... 70 packets received, 3050 bps, 38.12%, Err 33 (8.7e-005)
47.537 Recv DATA 6 4, ID 20070
47.804 Recv DATA 7 4, ID 20071
48.075 **** Receiver Error, Bad CRC Checksum
48.327 Recv DATA 9 11, ID 20073
48.596 Recv DATA 10 11, ID 20074
48.864 **** Receiver Error, Bad CRC Checksum
49.116 Recv DATA 12 11, ID 20076
49.385 Recv DATA 13 11, ID 20077
49.587 Send DATA 14 7, ID 10062
49.649 Recv DATA 5 11, ID 20069
49.854 Send DATA 15 7, ID 10063
49.917 Recv DATA 6 11, ID 20070
50.120 Send DATA 0 7, ID 10064
50.183 Recv DATA 7 11, ID 20071
50.387 Send DATA 1 7, ID 10065
50.450 **** Receiver Error, Bad CRC Checksum
50.655 Send DATA 2 7, ID 10066
50.719 Recv DATA 9 11, ID 20073
50.907 Send DATA 3 7, ID 10067
50.987 Recv DATA 10 11, ID 20074
51.175 Send DATA 4 7, ID 10068
51.222 **** Receiver Error, Bad CRC Checksum
51.382 ---- DATA 12 timeout
51.382 Send DATA 12 7, ID 10060
51.382 Send DATA 13 7, ID 10061
51.382 Send DATA 14 7, ID 10062
51.383 Send DATA 15 7, ID 10063
51.383 Send DATA 0 7, ID 10064
51.383 Send DATA 1 7, ID 10065
51.383 Send DATA 2 7, ID 10066
51.384 Send DATA 3 7, ID 10067
51.384 Send DATA 4 7, ID 10068
51.494 Recv DATA 12 11, ID 20076
51.761 Recv DATA 13 11, ID 20077
52.026 Recv DATA 14 14, ID 20078
52.278 Recv DATA 15 14, ID 20079
52.563 Recv DATA 0 14, ID 20080
52.832 **** Receiver Error, Bad CRC Checksum
53.087 Recv DATA 9 14, ID 20073
53.341 **** Receiver Error, Bad CRC Checksum
53.610 Recv DATA 11 14, ID 20075
53.814 Send DATA 5 7, ID 10069
53.879 **** Receiver Error, Bad CRC Checksum
54.080 Send DATA 6 7, ID 10070
54.127 Recv DATA 13 14, ID 20077
54.347 Send DATA 7 7, ID 10071
54.395 Recv DATA 14 14, ID 20078
54.552 ---- DATA 15 timeout
54.552 Send DATA 15 7, ID 10063
54.553 Send DATA 0 7, ID 10064
54.553 Send DATA 1 7, ID 10065
54.555 Send DATA 2 7, ID 10066
54.555 Send DATA 3 7, ID 10067
54.555 Send DATA 4 7, ID 10068
54.556 Send DATA 5 7, ID 10069
54.556 Send DATA 6 7, ID 10070
54.557 Send DATA 7 7, ID 10071
54.668 Recv DATA 15 14, ID 20079
54.936 **** Receiver Error, Bad CRC Checksum
55.205 Recv DATA 8 1, ID 20072
55.205 .... 73 packets received, 2721 bps, 34.02%, Err 44 (1.0e-004)
55.473 Recv DATA 9 1, ID 20073
55.725 Recv DATA 10 1, ID 20074
55.993 Recv DATA 11 1, ID 20075
56.260 Recv DATA 12 1, ID 20076
56.529 Recv DATA 13 1, ID 20077
56.766 Recv DATA 14 1, ID 20078
56.988 Send DATA 8 14, ID 10072
57.035 Recv DATA 15 1, ID 20079
57.241 Send DATA 9 15, ID 10073
57.304 Recv DATA 0 1, ID 20080
57.304 .... 81 packets received, 2908 bps, 36.36%, Err 46 (1.0e-004)
57.508 Send DATA 10 0, ID 10074
57.571 Recv DATA 8 1, ID 20072
57.713 ---- DATA 2 timeout
57.713 Send DATA 2 0, ID 10066
57.713 Send DATA 3 0, ID 10067
57.713 Send DATA 4 0, ID 10068
57.713 Send DATA 5 0, ID 10069
57.714 Send DATA 6 0, ID 10070
57.714 Send DATA 7 0, ID 10071
57.714 Send DATA 8 0, ID 10072
57.714 Send DATA 9 0, ID 10073
57.714 Send DATA 10 0, ID 10074
57.840 Recv DATA 9 1, ID 20073
58.107 Recv DATA 10 1, ID 20074
58.375 Recv DATA 11 1, ID 20075
58.630 **** Receiver Error, Bad CRC Checksum
58.897 Recv DATA 13 1, ID 20077
59.165 Recv DATA 14 1, ID 20078
59.433 Recv DATA 15 1, ID 20079
59.686 Recv DATA 0 1, ID 20080
59.952 Recv DATA 1 5, ID 20081
59.952 .... 82 packets received, 2814 bps, 35.17%, Err 49 (1.0e-004)
60.159 Send DATA 11 1, ID 10075
60.222 Recv DATA 2 6, ID 20082
60.410 Send DATA 12 2, ID 10076
60.472 Recv DATA 3 7, ID 20083
60.677 Send DATA 13 3, ID 10077
60.740 Recv DATA 4 8, ID 20084
60.944 Send DATA 14 4, ID 10078
61.008 Recv DATA 5 9, ID 20085
61.212 Send DATA 15 5, ID 10079
61.276 Recv DATA 6 9, ID 20086
61.467 Send DATA 0 6, ID 10080
61.530 Recv DATA 7 9, ID 20087
61.734 Send DATA 1 7, ID 10081
61.797 Recv DATA 8 9, ID 20088
62.002 Send DATA 2 8, ID 10082
62.066 Recv DATA 9 9, ID 20089
62.066 .... 90 packets received, 2983 bps, 37.28%, Err 49 (9.9e-005)
62.208 ---- DATA 10 timeout
62.208 Send DATA 10 9, ID 10074
62.208 Send DATA 11 9, ID 10075
62.208 Send DATA 12 9, ID 10076
62.209 Send DATA 13 9, ID 10077
62.209 Send DATA 14 9, ID 10078
62.209 Send DATA 15 9, ID 10079
62.209 Send DATA 0 9, ID 10080
62.209 Send DATA 1 9, ID 10081
62.209 Send DATA 2 9, ID 10082
62.334 Recv DATA 10 9, ID 20090
62.604 **** Receiver Error, Bad CRC Checksum
62.841 Recv DATA 12 9, ID 20092
63.109 Recv DATA 13 9, ID 20093
63.377 Recv DATA 14 9, ID 20094
63.643 Recv DATA 15 10, ID 20095
63.909 Recv DATA 0 11, ID 20096
64.177 Recv DATA 1 12, ID 20097
64.446 Recv DATA 2 13, ID 20098
64.635 Send DATA 3 10, ID 10083
64.698 Recv DATA 10 13, ID 20090
64.903 Send DATA 4 10, ID 10084
64.967 Recv DATA 11 13, ID 20091
64.967 .... 92 packets received, 2912 bps, 36.40%, Err 51 (9.8e-005)
65.173 Send DATA 5 11, ID 10085
65.236 Recv DATA 12 13, ID 20092
65.425 Send DATA 6 12, ID 10086
65.502 Recv DATA 13 13, ID 20093
65.629 ---- DATA 14 timeout
65.629 Send DATA 14 13, ID 10078
65.629 Send DATA 15 13, ID 10079
65.629 Send DATA 0 13, ID 10080
65.629 Send DATA 1 13, ID 10081
65.630 Send DATA 2 13, ID 10082
65.630 Send DATA 3 13, ID 10083
65.630 Send DATA 4 13, ID 10084
65.630 Send DATA 5 13, ID 10085
65.630 Send DATA 6 13, ID 10086
65.756 Recv DATA 14 13, ID 20094
66.024 Recv DATA 15 13, ID 20095
66.291 Recv DATA 0 13, ID 20096
66.558 Recv DATA 1 13, ID 20097
66.812 Recv DATA 2 13, ID 20098
67.076 Recv DATA 3 14, ID 20099
67.076 .... 100 packets received, 3066 bps, 38.32%, Err 51 (9.5e-005)
67.345 Recv DATA 4 15, ID 20100
67.610 Recv DATA 5 0, ID 20101
67.864 Recv DATA 6 0, ID 20102
68.069 Send DATA 7 6, ID 10087
68.131 Recv DATA 14 0, ID 20094
68.339 Send DATA 8 6, ID 10088
68.406 Recv DATA 15 0, ID 20095
68.594 Send DATA 9 6, ID 10089
68.672 Recv DATA 0 0, ID 20096
68.798 ---- DATA 1 timeout
68.798 Send DATA 1 6, ID 10081
68.798 Send DATA 2 6, ID 10082
68.799 Send DATA 3 6, ID 10083
68.799 Send DATA 4 6, ID 10084
68.799 Send DATA 5 6, ID 10085
68.799 Send DATA 6 6, ID 10086
68.799 Send DATA 7 6, ID 10087
68.799 Send DATA 8 6, ID 10088
68.799 Send DATA 9 6, ID 10089
68.942 Recv DATA 1 0, ID 20097
69.180 Recv DATA 2 0, ID 20098
69.445 Recv DATA 3 0, ID 20099
69.714 Recv DATA 4 0, ID 20100
69.983 Recv DATA 5 0, ID 20101
70.232 Recv DATA 6 0, ID 20102
70.499 Recv DATA 7 0, ID 20103
70.499 .... 104 packets received, 3033 bps, 37.91%, Err 51 (9.0e-005)
70.783 Recv DATA 8 0, ID 20104
71.051 **** Receiver Error, Bad CRC Checksum
71.177 ---- DATA 1 timeout
71.177 Send DATA 1 8, ID 10081
71.177 Send DATA 2 8, ID 10082
71.177 Send DATA 3 8, ID 10083
71.178 Send DATA 4 8, ID 10084
71.178 Send DATA 5 8, ID 10085
71.178 Send DATA 6 8, ID 10086
71.178 Send DATA 7 8, ID 10087
71.178 Send DATA 8 8, ID 10088
71.178 Send DATA 9 8, ID 10089
71.304 Recv DATA 10 0, ID 20106
71.573 Recv DATA 11 0, ID 20107
71.827 Recv DATA 12 0, ID 20108
72.097 Recv DATA 13 0, ID 20109
72.365 Recv DATA 14 0, ID 20110
72.634 Recv DATA 15 1, ID 20111
72.886 Recv DATA 0 2, ID 20112
73.152 Recv DATA 1 3, ID 20113
73.416 Recv DATA 9 3, ID 20105
73.416 .... 106 packets received, 2968 bps, 37.10%, Err 52 (8.9e-005)
73.622 Send DATA 10 9, ID 10090
73.686 Recv DATA 10 3, ID 20106
73.875 Send DATA 11 10, ID 10091
73.955 Recv DATA 11 3, ID 20107
74.146 Send DATA 12 11, ID 10092
74.209 Recv DATA 12 3, ID 20108
74.350 ---- DATA 4 timeout
74.350 Send DATA 4 12, ID 10084
74.350 Send DATA 5 12, ID 10085
74.350 Send DATA 6 12, ID 10086
74.351 Send DATA 7 12, ID 10087
74.351 Send DATA 8 12, ID 10088
74.351 Send DATA 9 12, ID 10089
74.351 Send DATA 10 12, ID 10090
74.351 Send DATA 11 12, ID 10091
74.351 Send DATA 12 12, ID 10092
74.476 Recv DATA 13 3, ID 20109
74.745 Recv DATA 14 3, ID 20110
74.996 **** Receiver Error, Bad CRC Checksum
75.263 Recv DATA 0 3, ID 20112
75.530 Recv DATA 1 3, ID 20113
75.799 Recv DATA 2 4, ID 20114
76.068 Recv DATA 3 5, ID 20115
76.303 Recv DATA 4 6, ID 20116
76.587 **** Receiver Error, Bad CRC Checksum
76.792 Send DATA 13 14, ID 10093
76.856 **** Receiver Error, Bad CRC Checksum
77.046 Send DATA 14 14, ID 10094
77.123 Recv DATA 14 8, ID 20110
77.313 Send DATA 15 14, ID 10095
77.375 Recv DATA 15 8, ID 20111
77.375 .... 112 packets received, 2975 bps, 37.18%, Err 56 (9.1e-005)
77.579 Send DATA 0 15, ID 10096
77.643 **** Receiver Error, Bad CRC Checksum
