datalink.exe bf3 -ber 1e-4 -port 23337 -log 5b.txt 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-004
Log file "5b.txt", TCP port 23337, debug mask 0x03
Station B is connecting station A (TCP port 23337) ... Done.
New epoch: Mon Apr 30 17:51:56 2018
=========================================================================
Designed by Liu Zhonghao, build: Apr 30 2018  16:59:40
15.482 Send DATA 5 4, ID 20021
15.482 Send DATA 6 4, ID 20022
15.591 Recv DATA 5 13, ID 10021
15.860 **** Receiver Error, Bad CRC Checksum
16.129 Recv DATA 7 13, ID 10023
16.400 Recv DATA 8 13, ID 10024
16.655 Recv DATA 9 13, ID 10025
16.924 Recv DATA 10 14, ID 10026
17.190 Recv DATA 11 15, ID 10027
17.441 Recv DATA 12 15, ID 10028
17.709 Recv DATA 13 15, ID 10029
17.913 Send DATA 7 5, ID 20023
17.975 **** Receiver Error, Bad CRC Checksum
18.180 Send DATA 8 5, ID 20024
18.244 Recv DATA 6 15, ID 10022
18.244 .... 23 packets received, 2620 bps, 32.75%, Err 13 (8.9e-005)
18.383 ---- DATA 0 timeout
18.383 Send DATA 0 6, ID 20016
18.383 Send DATA 1 6, ID 20017
18.383 Send DATA 2 6, ID 20018
18.384 Send DATA 3 6, ID 20019
18.384 Send DATA 4 6, ID 20020
18.384 Send DATA 5 6, ID 20021
18.384 Send DATA 6 6, ID 20022
18.384 Send DATA 7 6, ID 20023
18.385 Send DATA 8 6, ID 20024
18.511 **** Receiver Error, Bad CRC Checksum
18.779 **** Receiver Error, Bad CRC Checksum
19.028 Recv DATA 9 15, ID 10025
19.282 Recv DATA 10 15, ID 10026
19.549 **** Receiver Error, Bad CRC Checksum
19.816 Recv DATA 12 15, ID 10028
20.085 Recv DATA 13 15, ID 10029
20.354 Recv DATA 14 2, ID 10030
20.603 Recv DATA 15 3, ID 10031
20.822 Send DATA 9 6, ID 20025
20.869 **** Receiver Error, Bad CRC Checksum
21.074 Send DATA 10 6, ID 20026
21.137 Recv DATA 8 4, ID 10024
21.342 Send DATA 11 6, ID 20027
21.406 Recv DATA 9 4, ID 10025
21.613 Send DATA 12 6, ID 20028
21.676 Recv DATA 10 4, ID 10026
21.879 Send DATA 13 6, ID 20029
21.927 Recv DATA 11 4, ID 10027
22.070 ---- DATA 5 timeout
22.070 Send DATA 5 6, ID 20021
22.071 Send DATA 6 6, ID 20022
22.071 Send DATA 7 6, ID 20023
22.071 Send DATA 8 6, ID 20024
22.071 Send DATA 9 6, ID 20025
22.072 Send DATA 10 6, ID 20026
22.072 Send DATA 11 6, ID 20027
22.072 Send DATA 12 6, ID 20028
22.072 Send DATA 13 6, ID 20029
22.196 **** Receiver Error, Bad CRC Checksum
22.463 Recv DATA 13 4, ID 10029
22.732 **** Receiver Error, Bad CRC Checksum
22.987 Recv DATA 15 4, ID 10031
23.259 Recv DATA 7 13, ID 10023
23.259 .... 24 packets received, 2138 bps, 26.72%, Err 20 (1.1e-004)
23.514 Recv DATA 8 13, ID 10024
23.783 Recv DATA 9 13, ID 10025
24.052 Recv DATA 10 13, ID 10026
24.302 Recv DATA 11 13, ID 10027
24.507 Send DATA 14 11, ID 20030
24.570 Recv DATA 12 13, ID 10028
24.778 Send DATA 15 12, ID 20031
24.842 Recv DATA 13 13, ID 10029
25.034 Send DATA 0 13, ID 20032
25.114 Recv DATA 14 13, ID 10030
25.303 Send DATA 1 14, ID 20033
25.368 Recv DATA 15 13, ID 10031
25.368 .... 32 packets received, 2611 bps, 32.64%, Err 21 (1.0e-004)
25.562 Send DATA 2 15, ID 20034
25.624 Recv DATA 7 13, ID 10023
25.828 Send DATA 3 15, ID 20035
25.891 Recv DATA 8 13, ID 10024
26.096 Send DATA 4 15, ID 20036
26.160 Recv DATA 9 13, ID 10025
26.364 Send DATA 5 15, ID 20037
26.410 Recv DATA 10 13, ID 10026
26.630 Send DATA 6 15, ID 20038
26.677 Recv DATA 11 13, ID 10027
26.819 ---- DATA 14 timeout
26.819 Send DATA 14 15, ID 20030
26.819 Send DATA 15 15, ID 20031
26.819 Send DATA 0 15, ID 20032
26.820 Send DATA 1 15, ID 20033
26.820 Send DATA 2 15, ID 20034
26.820 Send DATA 3 15, ID 20035
26.820 Send DATA 4 15, ID 20036
26.820 Send DATA 5 15, ID 20037
26.821 Send DATA 6 15, ID 20038
26.947 Recv DATA 12 13, ID 10028
27.212 Recv DATA 13 13, ID 10029
27.463 Recv DATA 14 13, ID 10030
27.730 Recv DATA 15 13, ID 10031
27.997 Recv DATA 0 15, ID 10032
27.997 .... 33 packets received, 2437 bps, 30.47%, Err 23 (1.0e-004)
28.266 **** Receiver Error, Bad CRC Checksum
28.536 Recv DATA 2 15, ID 10034
28.786 Recv DATA 3 0, ID 10035
29.073 Recv DATA 4 1, ID 10036
29.264 Send DATA 7 0, ID 20039
29.327 Recv DATA 5 2, ID 10037
29.531 Send DATA 8 0, ID 20040
29.594 Recv DATA 6 3, ID 10038
29.799 Send DATA 9 0, ID 20041
29.847 Recv DATA 7 4, ID 10039
30.050 Send DATA 10 0, ID 20042
30.130 Recv DATA 8 5, ID 10040
30.317 Send DATA 11 0, ID 20043
30.380 Recv DATA 0 6, ID 10032
30.586 Send DATA 12 0, ID 20044
30.648 Recv DATA 1 6, ID 10033
30.648 .... 34 packets received, 2292 bps, 28.65%, Err 27 (1.1e-004)
30.852 Send DATA 13 1, ID 20045
30.914 **** Receiver Error, Bad CRC Checksum
31.119 Send DATA 14 1, ID 20046
31.167 Recv DATA 3 6, ID 10035
31.372 Send DATA 15 1, ID 20047
31.434 **** Receiver Error, Bad CRC Checksum
31.574 ---- DATA 7 timeout
31.574 Send DATA 7 1, ID 20039
31.574 Send DATA 8 1, ID 20040
31.575 Send DATA 9 1, ID 20041
31.575 Send DATA 10 1, ID 20042
31.575 Send DATA 11 1, ID 20043
31.575 Send DATA 12 1, ID 20044
31.575 Send DATA 13 1, ID 20045
31.576 Send DATA 14 1, ID 20046
31.576 Send DATA 15 1, ID 20047
31.701 Recv DATA 5 6, ID 10037
31.969 Recv DATA 6 6, ID 10038
32.238 Recv DATA 7 6, ID 10039
32.490 Recv DATA 8 6, ID 10040
32.756 Recv DATA 9 15, ID 10041
33.025 Recv DATA 10 15, ID 10042
33.278 Recv DATA 2 15, ID 10034
33.278 .... 35 packets received, 2171 bps, 27.14%, Err 29 (1.1e-004)
33.547 Recv DATA 3 15, ID 10035
33.816 Recv DATA 4 15, ID 10036
34.021 Send DATA 0 4, ID 20048
34.084 Recv DATA 5 15, ID 10037
34.288 Send DATA 1 5, ID 20049
34.336 Recv DATA 6 15, ID 10038
34.541 Send DATA 2 6, ID 20050
34.606 Recv DATA 7 15, ID 10039
34.809 Send DATA 3 7, ID 20051
34.873 Recv DATA 8 15, ID 10040
35.080 Send DATA 4 8, ID 20052
35.128 Recv DATA 9 15, ID 10041
35.333 Send DATA 5 9, ID 20053
35.396 Recv DATA 10 15, ID 10042
35.396 .... 43 packets received, 2507 bps, 31.34%, Err 29 (1.0e-004)
35.603 Send DATA 6 10, ID 20054
35.667 Recv DATA 11 1, ID 10043
35.871 Send DATA 7 11, ID 20055
35.933 Recv DATA 12 1, ID 10044
36.121 Send DATA 8 12, ID 20056
36.184 Recv DATA 13 1, ID 10045
36.388 Send DATA 9 13, ID 20057
36.451 Recv DATA 14 1, ID 10046
36.657 Send DATA 10 14, ID 20058
36.719 Recv DATA 15 1, ID 10047
36.861 ---- DATA 2 timeout
36.861 Send DATA 2 15, ID 20050
36.861 Send DATA 3 15, ID 20051
36.861 Send DATA 4 15, ID 20052
36.862 Send DATA 5 15, ID 20053
36.862 Send DATA 6 15, ID 20054
36.862 Send DATA 7 15, ID 20055
36.862 Send DATA 8 15, ID 20056
36.862 Send DATA 9 15, ID 20057
36.863 Send DATA 10 15, ID 20058
36.989 Recv DATA 0 1, ID 10048
37.256 **** Receiver Error, Bad CRC Checksum
37.508 Recv DATA 2 1, ID 10050
37.776 Recv DATA 3 1, ID 10051
38.026 Recv DATA 4 1, ID 10052
38.293 Recv DATA 5 2, ID 10053
38.578 Recv DATA 6 3, ID 10054
38.832 Recv DATA 7 4, ID 10055
39.086 **** Receiver Error, Bad CRC Checksum
39.292 Send DATA 11 0, ID 20059
39.356 Recv DATA 0 6, ID 10048
39.558 Send DATA 12 0, ID 20060
39.621 Recv DATA 1 6, ID 10049
39.621 .... 50 packets received, 2602 bps, 32.53%, Err 32 (1.0e-004)
39.829 Send DATA 13 1, ID 20061
39.877 Recv DATA 2 6, ID 10050
40.083 Send DATA 14 2, ID 20062
40.146 Recv DATA 3 6, ID 10051
40.354 Send DATA 15 3, ID 20063
40.418 Recv DATA 4 6, ID 10052
40.559 ---- DATA 7 timeout
40.559 Send DATA 7 4, ID 20055
40.559 Send DATA 8 4, ID 20056
40.559 Send DATA 9 4, ID 20057
40.559 Send DATA 10 4, ID 20058
40.560 Send DATA 11 4, ID 20059
40.560 Send DATA 12 4, ID 20060
40.560 Send DATA 13 4, ID 20061
40.560 Send DATA 14 4, ID 20062
40.560 Send DATA 15 4, ID 20063
40.672 **** Receiver Error, Bad CRC Checksum
40.939 Recv DATA 6 6, ID 10054
41.208 Recv DATA 7 6, ID 10055
41.459 Recv DATA 8 6, ID 10056
41.727 **** Receiver Error, Bad CRC Checksum
41.995 Recv DATA 10 15, ID 10058
42.264 Recv DATA 11 15, ID 10059
42.514 Recv DATA 12 15, ID 10060
42.783 Recv DATA 13 15, ID 10061
42.988 Send DATA 0 4, ID 20064
43.051 **** Receiver Error, Bad CRC Checksum
43.256 Send DATA 1 4, ID 20065
43.304 **** Receiver Error, Bad CRC Checksum
43.524 Send DATA 2 4, ID 20066
43.572 Recv DATA 7 15, ID 10055
43.779 Send DATA 3 4, ID 20067
43.840 **** Receiver Error, Bad CRC Checksum
44.044 Send DATA 4 4, ID 20068
44.105 Recv DATA 9 15, ID 10057
44.312 Send DATA 5 4, ID 20069
44.375 Recv DATA 10 15, ID 10058
44.580 Send DATA 6 4, ID 20070
44.626 Recv DATA 11 15, ID 10059
44.846 Send DATA 7 4, ID 20071
44.894 Recv DATA 12 15, ID 10060
45.098 Send DATA 8 4, ID 20072
45.177 Recv DATA 13 15, ID 10061
45.302 ---- DATA 0 timeout
45.302 Send DATA 0 4, ID 20064
45.303 Send DATA 1 4, ID 20065
45.303 Send DATA 2 4, ID 20066
45.303 Send DATA 3 4, ID 20067
45.303 Send DATA 4 4, ID 20068
45.304 Send DATA 5 4, ID 20069
45.304 Send DATA 6 4, ID 20070
45.304 Send DATA 7 4, ID 20071
45.304 Send DATA 8 4, ID 20072
45.430 Recv DATA 5 4, ID 10053
45.430 .... 54 packets received, 2449 bps, 30.61%, Err 38 (1.0e-004)
45.701 Recv DATA 6 4, ID 10054
45.968 Recv DATA 7 4, ID 10055
46.237 Recv DATA 8 4, ID 10056
46.474 Recv DATA 9 4, ID 10057
46.759 Recv DATA 10 4, ID 10058
47.011 Recv DATA 11 4, ID 10059
47.280 **** Receiver Error, Bad CRC Checksum
47.547 **** Receiver Error, Bad CRC Checksum
47.751 Send DATA 9 11, ID 20073
47.799 **** Receiver Error, Bad CRC Checksum
48.005 Send DATA 10 11, ID 20074
48.069 Recv DATA 6 4, ID 10054
48.273 Send DATA 11 11, ID 20075
48.335 Recv DATA 7 4, ID 10055
48.541 Send DATA 12 11, ID 20076
48.604 Recv DATA 8 4, ID 10056
48.797 Send DATA 13 11, ID 20077
48.860 Recv DATA 9 4, ID 10057
49.001 ---- DATA 5 timeout
49.001 Send DATA 5 11, ID 20069
49.001 Send DATA 6 11, ID 20070
49.002 Send DATA 7 11, ID 20071
49.002 Send DATA 8 11, ID 20072
49.002 Send DATA 9 11, ID 20073
49.002 Send DATA 10 11, ID 20074
49.002 Send DATA 11 11, ID 20075
49.002 Send DATA 12 11, ID 20076
49.003 Send DATA 13 11, ID 20077
49.129 Recv DATA 10 4, ID 10058
49.397 **** Receiver Error, Bad CRC Checksum
49.667 Recv DATA 12 4, ID 10060
49.667 .... 61 packets received, 2529 bps, 31.61%, Err 42 (1.1e-004)
49.918 Recv DATA 13 4, ID 10061
50.171 Recv DATA 14 7, ID 10062
50.437 **** Receiver Error, Bad CRC Checksum
50.703 Recv DATA 0 7, ID 10064
50.971 Recv DATA 1 7, ID 10065
51.237 Recv DATA 2 7, ID 10066
51.442 Send DATA 14 14, ID 20078
51.506 Recv DATA 3 7, ID 10067
51.711 Send DATA 15 14, ID 20079
51.774 Recv DATA 4 7, ID 10068
51.963 Send DATA 0 14, ID 20080
52.042 Recv DATA 12 7, ID 10060
52.169 ---- DATA 8 timeout
52.169 Send DATA 8 14, ID 20072
52.169 Send DATA 9 14, ID 20073
52.169 Send DATA 10 14, ID 20074
52.170 Send DATA 11 14, ID 20075
52.170 Send DATA 12 14, ID 20076
52.170 Send DATA 13 14, ID 20077
52.170 Send DATA 14 14, ID 20078
52.170 Send DATA 15 14, ID 20079
52.170 Send DATA 0 14, ID 20080
52.281 Recv DATA 13 7, ID 10061
52.549 Recv DATA 14 7, ID 10062
52.815 Recv DATA 15 7, ID 10063
52.815 .... 64 packets received, 2494 bps, 31.18%, Err 43 (1.0e-004)
53.100 Recv DATA 0 7, ID 10064
53.354 Recv DATA 1 7, ID 10065
53.622 **** Receiver Error, Bad CRC Checksum
53.873 Recv DATA 3 7, ID 10067
54.140 Recv DATA 4 7, ID 10068
54.406 Recv DATA 5 7, ID 10069
54.548 ---- DATA 8 timeout
54.548 Send DATA 8 1, ID 20072
54.548 Send DATA 9 1, ID 20073
54.548 Send DATA 10 1, ID 20074
54.549 Send DATA 11 1, ID 20075
54.549 Send DATA 12 1, ID 20076
54.549 Send DATA 13 1, ID 20077
54.549 Send DATA 14 1, ID 20078
54.550 Send DATA 15 1, ID 20079
54.550 Send DATA 0 1, ID 20080
54.677 Recv DATA 6 7, ID 10070
54.926 Recv DATA 7 7, ID 10071
55.193 Recv DATA 15 7, ID 10063
55.463 Recv DATA 0 7, ID 10064
55.727 **** Receiver Error, Bad CRC Checksum
55.982 **** Receiver Error, Bad CRC Checksum
56.246 Recv DATA 3 7, ID 10067
56.514 Recv DATA 4 7, ID 10068
56.779 Recv DATA 5 7, ID 10069
56.921 ---- DATA 8 timeout
56.921 Send DATA 8 1, ID 20072
56.921 Send DATA 9 1, ID 20073
56.922 Send DATA 10 1, ID 20074
56.922 Send DATA 11 1, ID 20075
56.922 Send DATA 12 1, ID 20076
56.922 Send DATA 13 1, ID 20077
56.922 Send DATA 14 1, ID 20078
56.923 Send DATA 15 1, ID 20079
56.923 Send DATA 0 1, ID 20080
57.048 Recv DATA 6 7, ID 10070
57.317 **** Receiver Error, Bad CRC Checksum
57.587 **** Receiver Error, Bad CRC Checksum
57.840 Recv DATA 9 15, ID 10073
58.093 Recv DATA 10 0, ID 10074
58.362 Recv DATA 2 0, ID 10066
58.362 .... 67 packets received, 2362 bps, 29.52%, Err 48 (1.0e-004)
58.633 Recv DATA 3 0, ID 10067
58.885 Recv DATA 4 0, ID 10068
59.152 Recv DATA 5 0, ID 10069
59.358 Send DATA 1 5, ID 20081
59.422 Recv DATA 6 0, ID 10070
59.626 Send DATA 2 6, ID 20082
59.674 Recv DATA 7 0, ID 10071
59.894 Send DATA 3 7, ID 20083
59.941 Recv DATA 8 0, ID 10072
60.149 Send DATA 4 8, ID 20084
60.213 Recv DATA 9 0, ID 10073
60.417 Send DATA 5 9, ID 20085
60.480 **** Receiver Error, Bad CRC Checksum
60.685 Send DATA 6 9, ID 20086
60.748 Recv DATA 11 1, ID 10075
60.938 Send DATA 7 9, ID 20087
61.001 Recv DATA 12 2, ID 10076
61.204 Send DATA 8 9, ID 20088
61.267 Recv DATA 13 3, ID 10077
61.472 Send DATA 9 9, ID 20089
61.535 Recv DATA 14 4, ID 10078
61.739 Send DATA 10 9, ID 20090
61.786 Recv DATA 15 5, ID 10079
62.005 Send DATA 11 9, ID 20091
62.053 Recv DATA 0 6, ID 10080
62.272 Send DATA 12 9, ID 20092
62.319 Recv DATA 1 7, ID 10081
62.522 Send DATA 13 9, ID 20093
62.586 Recv DATA 2 8, ID 10082
62.792 Send DATA 14 9, ID 20094
62.854 Recv DATA 10 9, ID 10074
62.855 .... 75 packets received, 2454 bps, 30.68%, Err 49 (9.7e-005)
63.060 Send DATA 15 10, ID 20095
63.123 Recv DATA 11 9, ID 10075
63.315 Send DATA 0 11, ID 20096
63.392 Recv DATA 12 9, ID 10076
63.581 Send DATA 1 12, ID 20097
63.661 Recv DATA 13 9, ID 10077
63.849 Send DATA 2 13, ID 20098
63.896 **** Receiver Error, Bad CRC Checksum
64.055 ---- DATA 10 timeout
64.055 Send DATA 10 13, ID 20090
64.056 Send DATA 11 13, ID 20091
64.056 Send DATA 12 13, ID 20092
64.056 Send DATA 13 13, ID 20093
64.056 Send DATA 14 13, ID 20094
64.056 Send DATA 15 13, ID 20095
64.057 Send DATA 0 13, ID 20096
64.057 Send DATA 1 13, ID 20097
64.057 Send DATA 2 13, ID 20098
64.169 **** Receiver Error, Bad CRC Checksum
64.439 Recv DATA 0 9, ID 10080
64.705 Recv DATA 1 9, ID 10081
64.959 Recv DATA 2 9, ID 10082
65.225 Recv DATA 3 10, ID 10083
65.492 **** Receiver Error, Bad CRC Checksum
65.758 Recv DATA 5 11, ID 10085
66.009 Recv DATA 6 12, ID 10086
66.276 Recv DATA 14 13, ID 10078
66.276 .... 79 packets received, 2451 bps, 30.64%, Err 52 (9.8e-005)
66.483 Send DATA 3 14, ID 20099
66.546 Recv DATA 15 13, ID 10079
66.749 Send DATA 4 15, ID 20100
66.813 Recv DATA 0 13, ID 10080
67.016 Send DATA 5 0, ID 20101
67.064 **** Receiver Error, Bad CRC Checksum
67.287 Send DATA 6 0, ID 20102
67.334 Recv DATA 2 13, ID 10082
67.476 ---- DATA 14 timeout
67.476 Send DATA 14 0, ID 20094
67.476 Send DATA 15 0, ID 20095
67.476 Send DATA 0 0, ID 20096
67.477 Send DATA 1 0, ID 20097
67.477 Send DATA 2 0, ID 20098
67.477 Send DATA 3 0, ID 20099
67.477 Send DATA 4 0, ID 20100
67.477 Send DATA 5 0, ID 20101
67.478 Send DATA 6 0, ID 20102
67.603 Recv DATA 3 13, ID 10083
67.873 **** Receiver Error, Bad CRC Checksum
68.136 Recv DATA 5 13, ID 10085
68.390 Recv DATA 6 13, ID 10086
68.671 Recv DATA 7 6, ID 10087
68.938 Recv DATA 8 6, ID 10088
69.190 Recv DATA 9 6, ID 10089
69.458 **** Receiver Error, Bad CRC Checksum
69.728 Recv DATA 2 6, ID 10082
69.916 Send DATA 7 0, ID 20103
69.980 Recv DATA 3 6, ID 10083
70.184 Send DATA 8 0, ID 20104
70.248 Recv DATA 4 6, ID 10084
70.452 Send DATA 9 0, ID 20105
70.515 Recv DATA 5 6, ID 10085
70.720 Send DATA 10 0, ID 20106
70.767 Recv DATA 6 6, ID 10086
70.973 Send DATA 11 0, ID 20107
71.037 Recv DATA 7 6, ID 10087
71.243 Send DATA 12 0, ID 20108
71.292 Recv DATA 8 6, ID 10088
71.498 Send DATA 13 0, ID 20109
71.562 Recv DATA 9 6, ID 10089
71.766 Send DATA 14 0, ID 20110
71.830 Recv DATA 1 8, ID 10081
71.830 .... 82 packets received, 2347 bps, 29.33%, Err 56 (9.7e-005)
72.034 Send DATA 15 1, ID 20111
72.082 Recv DATA 2 8, ID 10082
72.289 Send DATA 0 2, ID 20112
72.352 Recv DATA 3 8, ID 10083
72.556 Send DATA 1 3, ID 20113
72.621 **** Receiver Error, Bad CRC Checksum
72.762 ---- DATA 9 timeout
72.762 Send DATA 9 3, ID 20105
72.762 Send DATA 10 3, ID 20106
72.762 Send DATA 11 3, ID 20107
72.762 Send DATA 12 3, ID 20108
72.763 Send DATA 13 3, ID 20109
72.763 Send DATA 14 3, ID 20110
72.763 Send DATA 15 3, ID 20111
72.763 Send DATA 0 3, ID 20112
72.764 Send DATA 1 3, ID 20113
72.874 Recv DATA 5 8, ID 10085
73.140 **** Receiver Error, Bad CRC Checksum
73.407 Recv DATA 7 8, ID 10087
73.673 Recv DATA 8 8, ID 10088
73.941 Recv DATA 9 8, ID 10089
74.195 **** Receiver Error, Bad CRC Checksum
74.460 Recv DATA 11 10, ID 10091
74.729 **** Receiver Error, Bad CRC Checksum
74.980 Recv DATA 4 12, ID 10084
74.980 .... 85 packets received, 2330 bps, 29.13%, Err 62 (1.0e-004)
75.201 Send DATA 2 4, ID 20114
75.249 Recv DATA 5 12, ID 10085
75.469 Send DATA 3 5, ID 20115
75.516 Recv DATA 6 12, ID 10086
75.721 Send DATA 4 6, ID 20116
75.784 Recv DATA 7 12, ID 10087
75.987 Send DATA 5 7, ID 20117
76.050 Recv DATA 8 12, ID 10088
76.191 ---- DATA 13 timeout
76.191 Send DATA 13 8, ID 20109
76.191 Send DATA 14 8, ID 20110
76.191 Send DATA 15 8, ID 20111
76.191 Send DATA 0 8, ID 20112
76.192 Send DATA 1 8, ID 20113
76.192 Send DATA 2 8, ID 20114
76.192 Send DATA 3 8, ID 20115
76.192 Send DATA 4 8, ID 20116
76.192 Send DATA 5 8, ID 20117
76.319 Recv DATA 9 12, ID 10089
76.571 Recv DATA 10 12, ID 10090
76.840 **** Receiver Error, Bad CRC Checksum
77.108 Recv DATA 12 12, ID 10092
77.360 Recv DATA 13 14, ID 10093
77.626 Recv DATA 14 14, ID 10094
77.909 Recv DATA 15 14, ID 10095
78.177 Recv DATA 0 15, ID 10096
78.432 Recv DATA 1 15, ID 10097
78.638 Send DATA 6 10, ID 20118
